frame,image,acq_us,submit_us,present_us
1245,1,16411,139,84
1246,2,15582,104,62
1247,3,16439,100,62
1248,0,16218,159,71
1249,1,15976,119,85
1250,2,16464,160,94
1251,3,15996,106,76
1252,0,16482,145,77
1253,1,16314,130,73
1254,2,16250,119,74
1255,3,16088,112,57
1256,0,19224,131,82
1257,1,19698,98,61
1258,2,9700,130,93
1259,3,18864,101,59
1260,0,13835,129,67
1261,1,16087,102,60
1262,2,16710,133,84
1263,3,18331,175,98
1264,0,13941,121,79
1265,1,16260,130,73
1266,2,16513,143,85
1267,3,16230,103,61
1268,0,17103,173,80
1269,1,18957,225,103
1270,2,13822,128,78
1271,3,18494,118,72
1272,0,19348,114,69
1273,1,17491,127,68
1274,2,11740,164,93
1275,3,20631,116,78
1276,0,7124,133,71
1277,1,24763,163,75
1278,2,7830,115,66
1279,3,24940,118,70
1280,0,9377,160,78
1281,1,24653,119,71
1282,2,7924,123,69
1283,3,24152,126,69
1284,0,6914,144,84
1285,1,27971,133,88
1286,2,5855,138,75
1287,3,28037,122,82
1288,0,1854,105,65
1289,1,30454,124,72
1290,2,2927,112,62
1291,3,28478,118,79
1292,0,3673,161,92
1293,1,28093,105,65
1294,2,3824,127,70
1295,3,27960,178,77
1296,0,3705,149,85
1297,1,64466,105,56
1298,2,5642,98,56
1299,3,15847,103,59
1300,0,29550,129,72
1301,1,16394,119,62
1302,2,26032,117,64
1303,3,13765,141,68
1304,0,19071,108,61
1305,1,14184,99,56
1306,2,17968,127,67
1307,3,18720,129,67
1308,0,18089,121,64
1309,1,8534,125,64
1310,2,22542,112,72
1311,3,10038,124,63
1312,0,20202,114,103
1313,1,16738,132,94
1314,2,20937,144,79
1315,3,7240,120,67
1316,0,15796,112,67
1317,1,23591,127,71
1318,2,8840,103,57
1319,3,24247,159,98
1320,0,8510,128,76
1321,1,26511,125,74
1322,2,24243,132,71
1323,3,16716,130,77
1324,0,19206,142,103
1325,1,11677,117,64
1326,2,24318,123,73
1327,3,8209,100,59
1328,0,27693,124,72
1329,1,3611,129,77
1330,2,30615,124,75
1331,3,18631,193,119
1332,0,3570,132,67
1333,1,31951,157,87
1334,2,3658,123,67
1335,3,15026,130,82
1336,0,32662,146,87
1337,1,2372,136,85
1338,2,35683,149,78
1339,3,20986,110,63
1340,0,20122,167,71
1341,1,12222,197,69
1342,2,25783,137,86
1343,3,6692,107,63
1344,0,28941,188,92
1345,1,4519,109,69
1346,2,33026,136,109
1347,3,1817,185,91
1348,0,18395,111,63
1349,1,15756,104,63
1350,2,61177,135,93
1351,3,19882,124,83
1352,0,20244,179,81
1353,1,8578,122,76
1354,2,28985,144,72
1355,3,22909,157,95
1356,0,3114,105,59
1357,1,32581,222,109
1358,2,19973,128,73
1359,3,19980,129,84
1360,0,6201,146,80
1361,1,16304,124,70
1362,2,14426,118,68
1363,3,36590,154,73
1364,0,18914,179,73
1365,1,7901,119,115
1366,2,30152,176,110
1367,3,19072,140,89
1368,0,19694,118,72
1369,1,21198,298,90
1370,2,7292,115,64
1371,3,16751,144,82
1372,0,17500,113,63
1373,1,14687,134,95
1374,2,18667,151,108
1375,3,12052,123,73
1376,0,19504,157,83
1377,1,18023,141,84
1378,2,29823,121,75
1379,3,18698,153,77
1380,0,19250,165,98
1381,1,5782,120,69
1382,2,22515,139,77
1383,3,12538,118,67
1384,0,14522,108,62
1385,1,34958,137,76
1386,2,1049,129,71
1387,3,32482,213,77
1388,0,4087,123,71
1389,1,20044,140,76
1390,2,13059,112,65
1391,3,23544,120,67
1392,0,28422,158,115
1393,1,2448,137,79
1394,2,30676,135,81
1395,3,2759,120,83
1396,0,17628,109,63
1397,1,14776,109,64
1398,2,33513,118,66
1399,3,2728,120,65
1400,0,31937,136,89
1401,1,2272,111,67
1402,2,54372,231,100
1403,3,46915,139,77
1404,0,2788,109,56
1405,1,20325,112,67
1406,2,25815,137,68
1407,3,6607,153,77
1408,0,27778,106,62
1409,1,6052,127,81
1410,2,27376,140,81
1411,3,5169,113,60
1412,0,29979,135,67
1413,1,17676,121,71
1414,2,18322,147,80
1415,3,2406,126,69
1416,0,16920,104,63
1417,1,11713,107,60
1418,2,32005,165,92
1419,3,17388,202,103
1420,0,4475,107,59
1421,1,13236,115,63
1422,2,29067,135,68
1423,3,2720,110,59
1424,0,28078,120,69
1425,1,7279,131,67
1426,2,14540,123,67
1427,3,14309,138,85
1428,0,23996,152,69
1429,1,7077,137,63
1430,2,22797,128,86
1431,3,24582,172,74
1432,0,3001,111,60
1433,1,14789,133,83
1434,2,26923,175,74
1435,3,7875,128,70
1436,0,20123,115,103
1437,1,14462,132,84
1438,2,16365,136,85
1439,3,14320,132,65
1440,0,16915,133,82
1441,1,13532,136,86
1442,2,17029,134,66
1443,3,15937,154,73
1444,0,17630,123,72
1445,1,13780,125,103
1446,2,16875,115,69
1447,3,15479,178,94
1448,0,17489,120,116
1449,1,16452,125,68
1450,2,17544,109,64
1451,3,14396,107,64
1452,0,17031,107,66
1453,1,15353,110,64
1454,2,18023,109,66
1455,3,17362,123,72
1456,0,16053,154,71
1457,1,13157,140,69
1458,2,61163,126,63
1459,3,3998,177,81
1460,0,18531,129,70
1461,1,22097,118,71
1462,2,8279,105,60
1463,3,20572,142,73
1464,0,13058,584,75
1465,1,16124,133,84
1466,2,15296,116,66
1467,3,16681,116,71
1468,0,18412,137,92
1469,1,19798,140,85
1470,2,13521,120,60
1471,3,19115,111,92
1472,0,13242,139,76
1473,1,18762,125,72
1474,2,14264,102,62
1475,3,17721,139,91
1476,0,14225,115,63
1477,1,18095,140,92
1478,2,14478,107,65
1479,3,18854,151,68
1480,0,13630,128,72
1481,1,16438,119,62
1482,2,15809,104,63
1483,3,17025,177,70
1484,0,14826,131,75
1485,1,17419,120,74
1486,2,22430,157,75
1487,3,8003,128,72
1488,0,16872,125,71
1489,1,22950,166,115
1490,2,7031,115,61
1491,3,25017,127,73
1492,0,7098,112,62
1493,1,24145,150,107
1494,2,16738,159,86
1495,3,8992,152,104
1496,0,16723,130,72
1497,1,25271,137,75
1498,2,6273,137,79
1499,3,32459,110,108
1500,0,1795,108,61
1501,1,30738,105,65
1502,2,18097,108,65
1503,3,14881,137,82
1504,0,18431,109,65
1505,1,14453,119,65
1506,2,18736,179,94
1507,3,14558,143,70
1508,0,19146,134,77
1509,1,13282,169,92
1510,2,19769,172,87
1511,3,12170,163,94
1512,0,18288,115,67
1513,1,16499,122,73
1514,2,17680,150,70
1515,3,62301,134,83
1516,0,4583,128,77
1517,1,30910,110,63
1518,2,10095,113,60
1519,3,21045,106,60
1520,0,12099,168,103
1521,1,18435,137,70
1522,2,14631,104,69
1523,3,17654,153,66
1524,0,14895,104,62
1525,1,17578,128,68
1526,2,15912,104,63
1527,3,16759,144,73
1528,0,18060,120,77
1529,1,18605,108,68
1530,2,12155,162,84
1531,3,21442,119,65
1532,0,11004,131,66
1533,1,22783,130,68
1534,2,9811,107,59
1535,3,25125,126,80
1536,0,7558,108,60
1537,1,27580,140,81
1538,2,2451,116,65
1539,3,29791,130,85
1540,0,2749,124,69
1541,1,32801,159,79
1542,2,32226,142,72
1543,3,24995,135,74
1544,0,29449,133,70
1545,1,30557,119,65
1546,2,2714,105,64
1547,3,32134,188,74
1548,0,12168,247,126
1549,1,22886,132,83
1550,2,9635,140,82
1551,3,24799,153,81
1552,0,5888,109,82
1553,1,29429,227,115
1554,2,3409,118,67
1555,3,31841,217,87
1556,0,4260,107,61
1557,1,30568,149,72
1558,2,26109,169,120
1559,3,3086,128,95
1560,0,32744,159,101
1561,1,2095,123,68
1562,2,36027,127,75
1563,3,6512,123,94
1564,0,32452,117,72
1565,1,2241,119,65
1566,2,34184,115,82
1567,3,60286,168,69
1568,0,18659,104,63
1569,1,20082,120,92
1570,2,27800,125,73
1571,3,869,186,93
1572,0,33959,132,72
1573,1,2344,106,58
1574,2,32928,145,66
1575,3,10129,131,69
1576,0,25693,123,80
1577,1,6760,137,75
1578,2,33876,137,73
1579,3,1119,117,64
1580,0,37958,135,87
1581,1,26990,107,66
1582,2,25241,141,108
1583,3,3273,125,63
1584,0,36127,141,65
1585,1,1876,106,60
1586,2,29463,187,80
1587,3,24687,123,97
1588,0,5922,135,70
1589,1,32377,124,73
1590,2,2000,133,74
1591,3,34101,280,117
1592,0,21298,127,73
1593,1,7997,132,75
1594,2,28685,135,99
1595,3,2834,151,66
1596,0,32644,145,73
1597,1,736,137,68
1598,2,29299,148,87
1599,3,3406,105,64
1600,0,33317,210,79
1601,1,2266,118,68
1602,2,32560,126,74
1603,3,21279,202,89
1604,0,2943,124,70
1605,1,30056,123,72
1606,2,2675,139,72
1607,3,30631,130,84
1608,0,20567,139,90
1609,1,1498,139,81
1610,2,33416,127,73
1611,3,12685,149,89
1612,0,21525,137,67
1613,1,15804,123,73
1614,2,20496,141,100
1615,3,65916,141,89
1616,0,33774,151,71
1617,1,7033,113,62
1618,2,29981,211,101
1619,3,4967,185,82
1620,0,12621,100,60
1621,1,32804,158,68
1622,2,19056,152,70
1623,3,17898,109,64
1624,0,13444,165,79
1625,1,15380,100,60
1626,2,17183,123,86
1627,3,15552,101,59
1628,0,17490,114,88
1629,1,15404,112,71
1630,2,17905,138,68
1631,3,14868,183,72
1632,0,18994,124,74
1633,1,14452,137,75
1634,2,19069,124,74
1635,3,12901,186,86
1636,0,20091,134,73
1637,1,12374,196,92
1638,2,22742,141,78
1639,3,9630,107,61
1640,0,24182,130,67
1641,1,8119,131,64
1642,2,25052,190,87
1643,3,7518,121,69
1644,0,17288,113,80
1645,1,16527,157,464
1646,2,20196,154,70
1647,3,11461,181,92
1648,0,20478,141,68
1649,1,12320,152,71
1650,2,20606,120,73
1651,3,11785,154,93
1652,0,16990,120,72
1653,1,14424,126,69
1654,2,16703,123,73
1655,3,15407,137,88
1656,0,18106,135,84
1657,1,14638,138,90
1658,2,17054,150,86
1659,3,15478,114,88
1660,0,17251,154,88
1661,1,15261,132,65
1662,2,16413,151,88
1663,3,16278,139,100
1664,0,16843,114,68
1665,1,15813,117,67
1666,2,17208,138,84
1667,3,15459,106,66
1668,0,16432,138,87
1669,1,21013,221,89
1670,2,56437,107,60
1671,3,5586,119,67
1672,0,14224,162,79
1673,1,28877,142,96
1674,2,4044,119,65
1675,3,25537,129,82
1676,0,8444,124,64
1677,1,20445,134,83
1678,2,23554,120,89
1679,3,3156,107,61
1680,0,16508,109,61
1681,1,25869,123,77
1682,2,5458,104,63
1683,3,22620,184,85
1684,0,10838,148,74
1685,1,17970,149,64
1686,2,14949,129,80
1687,3,16670,190,85
1688,0,15291,147,85
1689,1,16742,129,75
1690,2,15327,129,74
1691,3,17509,131,63
1692,0,15639,133,70
1693,1,16595,129,81
1694,2,16829,120,78
1695,3,17381,127,80
1696,0,13939,103,62
1697,1,18327,109,67
1698,2,14945,111,65
1699,3,17981,109,67
1700,0,14690,128,76
1701,1,18401,130,71
1702,2,14060,139,85
1703,3,18389,130,78
1704,0,14595,139,64
1705,1,18344,133,69
1706,2,14535,139,81
1707,3,17261,124,85
1708,0,14854,132,62
1709,1,16448,118,75
1710,2,15712,146,61
1711,3,17127,103,58
1712,0,15815,99,61
1713,1,17172,138,70
1714,2,15396,131,81
1715,3,18363,113,59
1716,0,14214,133,60
1717,1,17236,116,59
1718,2,15422,148,84
1719,3,17165,124,77
1720,0,17864,123,75
1721,1,16786,118,62
1722,2,12328,149,78
1723,3,17456,124,84
1724,0,14460,111,65
1725,1,17923,123,60
1726,2,14450,134,67
1727,3,18574,226,61
1728,0,53871,122,70
1729,1,2805,154,84
1730,2,26454,89,62
1731,3,14628,104,53
1732,0,17664,129,55
1733,1,14858,88,52
1734,2,17911,124,63
1735,3,18455,108,61
1736,0,14984,163,98
1737,1,13597,94,56
1738,2,15653,94,62
1739,3,17232,133,77
1740,0,19112,128,63
1741,1,15866,113,59
1742,2,19403,104,64
1743,3,12015,130,67
1744,0,18169,91,52
1745,1,13905,89,53
1746,2,18560,125,58
1747,3,14366,131,66
1748,0,18497,116,69
1749,1,13624,111,50
1750,2,19066,114,67
1751,3,14600,89,50
1752,0,18442,92,66
1753,1,13836,91,53
1754,2,18632,150,54
1755,3,14306,128,56
1756,0,18451,112,59
1757,1,14332,101,59
1758,2,18615,93,56
1759,3,13922,115,57
1760,0,18610,133,57
1761,1,14481,148,71
1762,2,20454,93,57
1763,3,11975,159,105
1764,0,18275,123,66
1765,1,14458,127,80
1766,2,18914,94,54
1767,3,14690,106,67
1768,0,17806,92,55
1769,1,14512,103,60
1770,2,22437,112,58
1771,3,140617,2357,171
1772,0,53226,183,80
1773,1,34904,213,79
1774,2,32713,184,81
1775,3,26100,206,101
1776,0,79779,209,98
1777,1,25414,140,71
1778,2,11636,106,52
1779,3,23428,141,90
1780,0,21932,176,96
1781,1,3835,97,54
1782,2,15308,95,57
1783,3,26932,122,63
1784,0,5670,109,58
1785,1,27706,110,61
1786,2,6881,123,69
1787,3,26805,233,103
1788,0,2861,95,50
1789,1,28211,96,53
1790,2,4544,95,50
1791,3,24975,100,58
1792,0,9662,115,59
1793,1,25944,107,74
1794,2,4341,102,56
1795,3,24375,118,61
1796,0,8425,113,57
1797,1,20893,120,72
1798,2,15224,158,102
1799,3,22675,157,93
1800,0,6761,132,71
1801,1,23893,109,60
1802,2,8927,109,55
1803,3,20584,121,75
1804,0,16567,108,55
1805,1,22453,131,105
1806,2,6108,108,59
1807,3,22727,98,59
1808,0,13778,100,57
1809,1,16509,124,76
1810,2,12009,123,77
1811,3,17853,184,122
1812,0,14626,139,102
1813,1,17452,94,56
1814,2,14242,92,53
1815,3,18400,94,64
1816,0,19443,154,69
1817,1,20803,138,88
1818,2,13777,124,60
1819,3,17731,172,67
1820,0,12552,113,81
1821,1,18483,133,77
1822,2,15807,1336,117
1823,3,19474,94,72
1824,0,6069,100,55
1825,1,21539,88,58
1826,2,11464,91,49
1827,3,18870,104,60
1828,0,19284,181,60
1829,1,68099,125,60
1830,2,18773,93,61
1831,3,24522,101,68
1832,0,30636,119,71
1833,1,22922,152,66
1834,2,14694,186,90
1835,3,17559,122,58
1836,0,25933,121,60
1837,1,15866,127,58
1838,2,16888,123,60
1839,3,14839,94,59
1840,0,25684,105,58
1841,1,14386,114,60
1842,2,46982,125,58
1843,3,15341,129,80
1844,0,65785,115,78
1845,1,19055,195,78
1846,2,14429,90,56
1847,3,17407,117,77
1848,0,17402,93,51
1849,1,14744,112,73
1850,2,16289,117,67
1851,3,17088,97,52
1852,0,15575,88,49
1853,1,16754,97,68
1854,2,16718,91,50
1855,3,13730,104,51
1856,0,16374,122,55
1857,1,16423,128,53
1858,2,15804,90,55
1859,3,16580,97,54
1860,0,16485,137,64
1861,1,16486,89,52
1862,2,16631,112,60
1863,3,16740,94,54
1864,0,15928,121,66
1865,1,16346,124,60
1866,2,16847,88,53
1867,3,15938,88,101
1868,0,16395,103,54
1869,1,16234,105,54
1870,2,16306,101,52
1871,3,16759,99,56
1872,0,16151,89,53
1873,1,16876,90,52
1874,2,16449,117,53
1875,3,16211,91,53
1876,0,15654,104,53
1877,1,56543,148,75
1878,2,4560,105,55
1879,3,10603,99,49
1880,0,11184,128,71
1881,1,16532,90,52
1882,2,51599,234,68
1883,3,22010,160,83
1884,0,10488,125,68
1885,1,15699,89,51
1886,2,15822,101,52
1887,3,17285,95,55
1888,0,15552,95,55
1889,1,16811,124,57
1890,2,15971,122,55
1891,3,16574,118,69
1892,0,16940,94,55
1893,1,17776,90,56
1894,2,14203,91,54
1895,3,16283,95,57
1896,0,16566,95,56
1897,1,15518,124,58
1898,2,16373,94,54
1899,3,16826,93,56
1900,0,15367,92,53
1901,1,16318,93,56
1902,2,16355,92,55
1903,3,16384,95,54
1904,0,16518,95,55
1905,1,18021,180,67
1906,2,14827,225,89
1907,3,16236,93,69
1908,0,16332,103,57
1909,1,16300,102,54
1910,2,16490,95,58
1911,3,16303,98,60
1912,0,16153,98,69
1913,1,16405,98,57
1914,2,16332,107,58
1915,3,16638,98,68
1916,0,16213,106,56
1917,1,16615,98,56
1918,2,17608,95,59
1919,3,14868,94,56
1920,0,16330,96,67
1921,1,16302,96,56
1922,2,16343,95,57
1923,3,17425,111,77
1924,0,16040,95,59
1925,1,15627,94,54
1926,2,16293,99,58
1927,3,16492,94,55
1928,0,25666,128,66
1929,1,7983,105,58
1930,2,16175,98,56
1931,3,16713,107,59
1932,0,15373,95,54
1933,1,16594,95,58
1934,2,98045,222,102
1935,3,55528,240,95
1936,0,42411,152,112
1937,1,5692,140,54
1938,2,12981,131,70
1939,3,17555,112,57
1940,0,15561,153,82
1941,1,16545,97,66
1942,2,16078,104,55
1943,3,16247,93,67
1944,0,17296,140,61
1945,1,17147,126,66
1946,2,15541,111,56
1947,3,21251,102,57
1948,0,16006,98,71
1949,1,16366,97,69
1950,2,16619,138,98
1951,3,17257,187,98
1952,0,16957,112,62
1953,1,14785,105,64
1954,2,15765,111,60
1955,3,16519,284,63
1956,0,16539,137,65
1957,1,16382,133,64
1958,2,16734,140,79
1959,3,17678,148,65
1960,0,15062,185,67
1961,1,16441,108,64
1962,2,16452,124,89
1963,3,16461,123,73
1964,0,17288,110,66
1965,1,15771,144,78
1966,2,16338,105,61
1967,3,16114,109,66
1968,0,15781,112,67
1969,1,17045,155,93
1970,2,16779,178,91
1971,3,87690,303,128
1972,0,27825,235,97
1973,1,24899,205,118
1974,2,19030,126,74
1975,3,11911,179,100
1976,0,33266,226,116
1977,1,24317,267,150
1978,2,5855,127,70
1979,3,94867,286,137
1980,0,21656,183,92
1981,1,17849,253,110
1982,2,20028,132,89
1983,3,26462,139,94
1984,0,15445,137,72
1985,1,16442,148,100
1986,2,16413,117,68
1987,3,16430,122,69
1988,0,17189,113,63
1989,1,35166,131,76
1990,2,9596,425,109
1991,3,15780,122,68
1992,0,17367,187,84
1993,1,15051,106,64
1994,2,16463,110,64
1995,3,16420,105,64
1996,0,32496,174,81
1997,1,17755,123,104
1998,2,15144,179,87
1999,3,16746,215,104
2000,0,15301,110,64
2001,1,16881,147,69
2002,2,15981,111,61
2003,3,18234,178,107
2004,0,14268,107,65
2005,1,25633,211,90
2006,2,6776,112,64
2007,3,17003,178,77
2008,0,15856,107,62
2009,1,17370,226,104
2010,2,15232,112,63
2011,3,25873,208,88
2012,0,6656,106,61
2013,1,16667,145,74
2014,2,16378,130,72
2015,3,16704,147,101
2016,0,16722,137,94
2017,1,15710,140,82
2018,2,16545,213,104
2019,3,15839,144,71
2020,0,15455,176,152
2021,1,28612,193,118
2022,2,8358,106,62
2023,3,15511,107,67
2024,0,31347,173,103
2025,1,16621,199,115
2026,2,16643,136,74
2027,3,16287,276,167
2028,0,15995,108,61
2029,1,16154,166,87
2030,2,15881,111,61
2031,3,60114,207,131
2032,0,5651,118,85
2033,1,16196,148,85
2034,2,22437,190,106
2035,3,8846,104,59
2036,0,24400,127,79
2037,1,18958,241,108
2038,2,5225,110,63
2039,3,16406,109,65
2040,0,16301,107,61
2041,1,16410,108,59
2042,2,16570,261,84
2043,3,16495,167,97
2044,0,16661,189,99
2045,1,15650,143,71
2046,2,15824,210,94
2047,3,16089,264,106
2048,0,18923,135,99
2049,1,21092,171,112
2050,2,13604,154,85
2051,3,20769,200,99
2052,0,10175,135,75
2053,1,20359,104,61
2054,2,15847,182,70
2055,3,15843,135,79
2056,0,16572,180,86
2057,1,16758,116,68
2058,2,13755,184,112
2059,3,14838,105,58
2060,0,15846,155,85
2061,1,16540,178,78
2062,2,16736,142,84
2063,3,17106,150,89
2064,0,15618,141,82
2065,1,16923,179,92
2066,2,14734,104,59
2067,3,17826,165,93
2068,0,18715,183,96
2069,1,11833,169,87
2070,2,17327,110,63
2071,3,15952,170,89
2072,0,16764,232,123
2073,1,16665,277,165
2074,2,15614,128,61
2075,3,20028,119,65
2076,0,12418,178,92
2077,1,16459,108,79
2078,2,24317,316,139
2079,3,10412,105,79
2080,0,18337,145,84
2081,1,17116,120,62
2082,2,9769,105,62
2083,3,19149,108,66
2084,0,14766,147,71
2085,1,16149,254,167
2086,2,16041,159,139
2087,3,15598,166,85
2088,0,15712,165,91
2089,1,56620,155,75
2090,2,10730,103,62
2091,3,17765,111,66
2092,0,14916,115,64
2093,1,14571,154,87
2094,2,16934,187,99
2095,3,16134,226,100
2096,0,15571,103,64
2097,1,21673,109,58
2098,2,13684,125,62
2099,3,14698,127,71
2100,0,15639,112,60
2101,1,17034,183,158
2102,2,15598,155,79
2103,3,15666,214,104
2104,0,15992,151,86
2105,1,17297,181,97
2106,2,18359,193,101
2107,3,14786,132,63
2108,0,16073,98,59
2109,1,17099,134,62
2110,2,17024,147,86
2111,3,16406,185,91
2112,0,16247,158,111
2113,1,17906,188,107
2114,2,21289,108,61
2115,3,15984,188,87
2116,0,16056,157,84
2117,1,10433,106,60
2118,2,17848,126,62
2119,3,15468,154,76
2120,0,15868,131,76
2121,1,17641,118,65
2122,2,15082,160,74
2123,3,16221,148,87
2124,0,16286,114,72
2125,1,31396,135,69
2126,2,17014,143,105
2127,3,15847,165,94
2128,0,16471,144,83
2129,1,46610,223,129
2130,2,31500,145,114
2131,3,27637,114,82
2132,0,20026,156,75
2133,1,30491,210,112
2134,2,14862,139,74
2135,3,33099,175,94
2136,0,19586,154,76
2137,1,30620,133,86
2138,2,32395,127,66
2139,3,62729,161,85
2140,0,43301,170,85
2141,1,15379,293,150
2142,2,19205,293,146
2143,3,14678,179,75
2144,0,15985,184,110
2145,1,16056,186,104
2146,2,17848,109,68
2147,3,15836,163,121
2148,0,20729,183,116
2149,1,10390,167,101
2150,2,16372,178,102
2151,3,16052,138,70
2152,0,25960,137,137
2153,1,6624,163,72
2154,2,26090,191,100
2155,3,24129,237,104
2156,0,13002,129,76
2157,1,16780,112,68
2158,2,16256,112,65
2159,3,16195,195,118
2160,0,16175,111,70
2161,1,16863,169,82
2162,2,15802,218,135
2163,3,16340,140,77
2164,0,16039,118,72
2165,1,16186,124,76
2166,2,16806,147,85
2167,3,16434,125,89
2168,0,16530,157,65
2169,1,16411,105,84
2170,2,16099,123,67
2171,3,16082,145,90
2172,0,16646,163,97
2173,1,16226,132,90
2174,2,16109,112,89
2175,3,16453,113,63
2176,0,16234,112,73
2177,1,16529,122,67
2178,2,16643,165,135
2179,3,16409,115,79
2180,0,16407,164,102
2181,1,15866,193,101
2182,2,16060,192,95
2183,3,16037,212,101
2184,0,15859,124,106
2185,1,16211,125,70
2186,2,16307,138,76
2187,3,16288,111,64
2188,0,16743,164,116
2189,1,15885,191,93
2190,2,16488,192,93
2191,3,16176,167,78
2192,0,16362,160,115
2193,1,55494,166,92
2194,2,10172,132,66
2195,3,16235,196,88
2196,0,16320,165,89
2197,1,16026,134,72
2198,2,16656,223,111
2199,3,16028,124,72
2200,0,16235,118,73
2201,1,16491,157,84
2202,2,16523,236,132
2203,3,16092,155,89
2204,0,16347,187,110
2205,1,15973,156,89
2206,2,16289,163,101
2207,3,25149,157,125
2208,0,7578,205,132
2209,1,24567,165,140
2210,2,7540,270,108
2211,3,16002,154,96
2212,0,16165,112,91
2213,1,26873,167,73
2214,2,5763,107,65
2215,3,16338,132,93
2216,0,26887,120,88
2217,1,7700,104,60
2218,2,16418,157,66
2219,3,23012,147,69
2220,0,8949,104,61
2221,1,16447,145,70
2222,2,16515,140,74
2223,3,16285,181,86
2224,0,16161,148,86
2225,1,16351,169,87
2226,2,16314,149,100
2227,3,16197,152,94
2228,0,16442,130,76
2229,1,16165,159,133
2230,2,16361,160,93
2231,3,16261,135,78
2232,0,16089,145,76
2233,1,16473,135,78
2234,2,16578,114,63
2235,3,17367,249,111
2236,0,14875,227,116
2237,1,16386,204,106
2238,2,16678,116,66
2239,3,16157,109,95
2240,0,16250,106,67
2241,1,16114,141,147
2242,2,16222,154,97
2243,3,16407,132,69
2244,0,16197,108,66
2245,1,16095,113,71
2246,2,16672,104,65
2247,3,16217,142,92
2248,0,16957,146,118
2249,1,15798,114,70
2250,2,16143,100,60
2251,3,54508,139,89
2252,0,12179,183,80
2253,1,16158,166,102
2254,2,15937,104,82
2255,3,16048,107,67
2256,0,16378,124,63
2257,1,16465,134,103
2258,2,16069,127,70
2259,3,16097,119,66
2260,0,16353,156,72
2261,1,16532,109,71
2262,2,16311,127,97
2263,3,16483,135,92
2264,0,16248,220,88
2265,1,16006,104,89
2266,2,16162,112,74
2267,3,16357,102,66
2268,0,16266,176,81
2269,1,16331,120,77
2270,2,16379,143,65
2271,3,16177,102,63
2272,0,16106,105,65
2273,1,16560,102,62
2274,2,16196,102,61
2275,3,19896,120,63
2276,0,16073,139,65
2277,1,16609,130,65
2278,2,16431,138,94
2279,3,16436,104,60
2280,0,16173,137,114
2281,1,16416,102,81
2282,2,16241,124,81
2283,3,16268,116,60
2284,0,16395,108,68
2285,1,16566,99,60
2286,2,16263,104,71
2287,3,16242,132,85
2288,0,17041,111,82
2289,1,15751,100,60
2290,2,16303,101,61
2291,3,16188,144,92
2292,0,16076,101,60
2293,1,16627,133,85
2294,2,16123,100,60
2295,3,16173,108,68
2296,0,16312,104,62
2297,1,16499,122,72
2298,2,16346,113,62
2299,3,16425,132,89
2300,0,16364,180,93
2301,1,16040,111,71
2302,2,16412,100,60
2303,3,16225,100,61
2304,0,16254,126,84
2305,1,16419,112,82
2306,2,16686,117,59
2307,3,16103,99,64
2308,0,16349,113,65
2309,1,46331,121,73
2310,2,20020,175,86
2311,3,15803,103,68
2312,0,16398,109,61
2313,1,16342,114,65
2314,2,16389,104,62
2315,3,16301,103,61
2316,0,17075,136,70
2317,1,15890,99,58
2318,2,16030,126,79
2319,3,16643,131,87
2320,0,16114,106,61
2321,1,16810,109,77
2322,2,16277,112,78
2323,3,16173,104,75
2324,0,16409,100,65
2325,1,16276,109,76
2326,2,16201,103,63
2327,3,16485,105,75
2328,0,16826,100,60
2329,1,15833,106,65
2330,2,16545,100,56
2331,3,16332,107,66
2332,0,16135,103,61
2333,1,16547,102,63
2334,2,27716,105,58
2335,3,16661,104,82
2336,0,16595,101,77
2337,1,15836,96,63
2338,2,16324,95,66
2339,3,16312,100,60
2340,0,16591,102,61
2341,1,16351,95,60
2342,2,16306,100,62
2343,3,16273,98,59
2344,0,16400,103,62
2345,1,16652,94,58
2346,2,16242,102,74
2347,3,16333,96,54
2348,0,16396,144,84
2349,1,16348,94,57
2350,2,16443,131,82
2351,3,16414,124,76
2352,0,16659,147,94
2353,1,15883,100,59
2354,2,16419,127,65
2355,3,16265,101,67
2356,0,16497,138,104
2357,1,16642,100,66
2358,2,16250,111,105
2359,3,15890,98,71
2360,0,16523,154,91
2361,1,16109,105,60
2362,2,16526,107,65
2363,3,16313,103,60
2364,0,16455,134,100
2365,1,16207,99,60
2366,2,52766,122,57
2367,3,2832,90,53
2368,0,27111,102,61
2369,1,16078,112,62
2370,2,16368,92,63
2371,3,16598,117,65
2372,0,16111,120,60
2373,1,16575,96,59
2374,2,16305,96,60
2375,3,16193,127,62
2376,0,16342,100,58
2377,1,16448,99,62
2378,2,16377,154,63
2379,3,16397,129,73
2380,0,16325,97,58
2381,1,16483,113,68
2382,2,16219,100,64
2383,3,16445,107,67
2384,0,16361,113,60
2385,1,16754,130,85
2386,2,16066,103,63
2387,3,16180,100,79
2388,0,16444,99,60
2389,1,16522,103,69
2390,2,16539,99,63
2391,3,16252,117,76
2392,0,16761,103,61
2393,1,16688,105,64
2394,2,17370,101,61
2395,3,16561,102,57
2396,0,16406,101,58
2397,1,16020,123,66
2398,2,16737,105,64
2399,3,15493,122,67
2400,0,16374,101,65
2401,1,17342,121,67
2402,2,16317,114,65
2403,3,15614,159,126
2404,0,16396,113,77
2405,1,17248,118,66
2406,2,15448,145,88
2407,3,16243,171,117
2408,0,16896,131,65
2409,1,15554,116,69
